accident_id,timestamp,lat,lng,nearest_cluster,road_type,speed_limit,lane_count,traffic_density,weather,time_of_day,hour,day_of_week,is_weekend,month,nearby_defect_count_500m,defect_severity_index,risk_score,accident_severity_code,is_high_risk
ACC-PRG-20139,2026-02-14T06:16:00,25.447178,81.753941,GT Road / Bamrauli Corridor,National Highway,65,6,Congested,Clear,Morning Rush,6,5,1,2,2,5.25,0.3172,0,0
ACC-PRG-20140,2025-07-30T23:31:00,25.441149,81.857971,Georgetown,Local Residential,35,2,Moderate,Rain,Late Night,23,2,0,7,22,10.0,0.3706,0,0
ACC-PRG-20141,2026-01-28T13:12:00,25.421455,81.810952,Kareli Urban Zone,Local Residential,30,1,Moderate,Dense Fog / Smog,Afternoon Off-Peak,13,2,0,1,5,10.0,0.3417,1,0
ACC-PRG-20142,2026-02-24T09:38:00,25.442749,81.827459,Prayagraj Junction (Civil Lines side),Local Residential,25,2,Low,Rain,Morning Rush,9,1,0,2,17,10.0,0.372,0,0
ACC-PRG-20143,2025-07-10T11:15:00,25.422927,81.807568,Kareli Urban Zone,Local Residential,30,2,Low,Clear,Afternoon Off-Peak,11,3,0,7,6,10.0,0.2986,0,0
ACC-PRG-20144,2025-01-12T22:21:00,25.454368,81.844592,Civil Lines,Local Residential,40,1,Moderate,Clear,Late Night,22,6,1,1,29,10.0,0.2853,0,0
ACC-PRG-20145,2025-04-16T17:17:00,25.519709,81.861266,Curzon Bridge / Phaphamau,Bridge / Flyover,50,2,Moderate,Rain,Evening Rush,17,2,0,4,14,10.0,0.4928,1,0
ACC-PRG-20146,2025-11-24T06:12:00,25.453656,81.739315,GT Road / Bamrauli Corridor,National Highway,65,6,Moderate,Clear,Morning Rush,6,0,0,11,4,10.0,0.4559,1,0
ACC-PRG-20147,2026-04-09T05:38:00,25.456223,81.744016,GT Road / Bamrauli Corridor,National Highway,65,6,Moderate,Clear,Early Hours,5,3,0,4,4,9.0,0.3049,0,0
ACC-PRG-20148,2025-01-05T14:18:00,25.443582,81.836949,Civil Lines,Local Residential,40,1,High,Clear,Afternoon Off-Peak,14,6,1,1,29,10.0,0.2469,0,0
ACC-PRG-20149,2025-01-17T02:30:00,25.442701,81.828987,Prayagraj Junction (Civil Lines side),Local Residential,25,2,Moderate,Clear,Early Hours,2,4,0,1,17,10.0,0.3405,1,0
ACC-PRG-20150,2025-11-17T15:39:00,25.496868,81.855013,Teliyarganj / MNNIT Area,Local Residential,40,2,Moderate,Clear,Afternoon Off-Peak,15,0,0,11,12,10.0,0.2445,0,0
ACC-PRG-20151,2025-04-16T00:14:00,25.379365,81.862286,Naini Industrial Area,Major Arterial,50,2,Low,Clear,Early Hours,0,2,0,4,7,10.0,0.3096,0,0
ACC-PRG-20152,2025-04-01T06:46:00,25.446656,81.731214,GT Road / Bamrauli Corridor,National Highway,65,6,High,Dust Storm,Morning Rush,6,1,0,4,7,10.0,0.4355,0,0
ACC-PRG-20153,2025-09-23T01:07:00,25.427927,81.844988,Civil Lines,Local Residential,30,1,Moderate,Clear,Early Hours,1,1,0,9,11,10.0,0.2521,0,0
ACC-PRG-20154,2025-06-24T04:37:00,25.499621,81.860366,Teliyarganj / MNNIT Area,Dense Urban Street,40,2,High,Clear,Early Hours,4,1,0,6,8,10.0,0.2774,1,0
ACC-PRG-20155,2025-05-06T16:33:00,25.441798,81.75187,GT Road / Bamrauli Corridor,National Highway,65,6,High,Clear,Evening Rush,16,1,0,5,2,3.75,0.4239,1,0
ACC-PRG-20156,2026-05-10T07:05:00,25.421097,81.827165,Kareli Urban Zone,Local Residential,30,1,Moderate,Clear,Morning Rush,7,6,1,5,12,10.0,0.298,1,0
ACC-PRG-20157,2025-07-30T22:04:00,25.515643,81.862117,Phaphamau NH-19 Junction,National Highway,70,6,Low,Clear,Late Night,22,2,0,7,13,10.0,0.3763,0,0
ACC-PRG-20158,2026-01-30T06:31:00,25.508818,81.856469,Curzon Bridge / Phaphamau,Bridge / Flyover,50,2,High,Clear,Morning Rush,6,4,0,1,15,10.0,0.3499,1,0
ACC-PRG-20159,2026-04-10T20:09:00,25.330821,81.855569,Prayagraj Junction (Civil Lines side),Major Arterial,50,2,Moderate,Monsoon Overcast,Evening Rush,20,4,0,4,0,0.0,0.2009,0,0
ACC-PRG-20160,2026-04-09T19:32:00,25.422981,81.761008,Jhalwa / IIIT-A Corridor,State Highway,45,2,Low,Clear,Evening Rush,19,3,0,4,9,10.0,0.3297,0,0
ACC-PRG-20161,2025-04-15T04:29:00,25.31919,81.701256,Georgetown,National Highway,70,4,Moderate,Dust Storm,Early Hours,4,1,0,4,0,0.0,0.1403,0,0
ACC-PRG-20162,2025-01-30T15:42:00,25.518075,81.939704,NH-19 Bypass (Varanasi-Kanpur),National Highway,80,6,Moderate,Dense Fog / Smog,Afternoon Off-Peak,15,3,0,1,2,7.0,0.4319,1,0
ACC-PRG-20163,2025-08-06T04:25:00,25.411778,81.877471,Sangam / Daraganj,Local Residential,30,1,Moderate,Rain,Early Hours,4,2,0,8,3,10.0,0.3614,0,0
ACC-PRG-20164,2026-03-09T06:18:00,25.441926,81.834393,MG Marg Corridor,Major Arterial,45,4,Moderate,Clear,Morning Rush,6,0,0,3,24,10.0,0.3543,0,0
ACC-PRG-20165,2025-02-21T20:15:00,25.454654,81.733528,GT Road / Bamrauli Corridor,National Highway,65,4,Low,Monsoon Overcast,Evening Rush,20,4,0,2,12,10.0,0.3441,1,0
ACC-PRG-20166,2026-06-29T03:17:00,25.457711,81.853506,Katra / Allahabad Univ,Local Residential,30,2,Moderate,Clear,Early Hours,3,0,0,6,14,10.0,0.2768,0,0
ACC-PRG-20167,2025-06-25T06:22:00,25.456253,81.85858,Katra / Allahabad Univ,Local Residential,30,1,Low,Clear,Morning Rush,6,2,0,6,12,10.0,0.3354,0,0
ACC-PRG-20168,2025-09-02T05:20:00,25.445209,81.847663,Rambagh Railway Station Area,Dense Urban Street,30,1,Moderate,Rain,Early Hours,5,1,0,9,27,10.0,0.3617,0,0
ACC-PRG-20169,2026-03-15T10:01:00,25.450103,81.843164,Civil Lines,Local Residential,40,1,Low,Clear,Afternoon Off-Peak,10,6,1,3,26,10.0,0.1984,0,0
ACC-PRG-20170,2026-05-01T18:00:00,25.452917,81.835258,Civil Lines,Dense Urban Street,40,2,Low,Clear,Evening Rush,18,4,0,5,37,10.0,0.2484,0,0
ACC-PRG-20171,2025-10-25T07:33:00,25.442993,81.837161,Civil Lines,Dense Urban Street,40,1,Low,Clear,Morning Rush,7,5,1,10,28,10.0,0.2481,0,0
ACC-PRG-20172,2025-12-26T17:16:00,25.423502,81.816265,Kareli Urban Zone,Local Residential,30,2,Moderate,Dense Fog / Smog,Evening Rush,17,4,0,12,5,10.0,0.4568,1,0
ACC-PRG-20173,2026-06-15T21:54:00,25.438863,81.870984,Georgetown,Local Residential,35,1,Moderate,Dust Storm,Late Night,21,0,0,6,6,10.0,0.2561,0,0
ACC-PRG-20174,2026-02-25T07:42:00,25.455643,81.838228,Civil Lines,Local Residential,40,2,Low,Monsoon Overcast,Morning Rush,7,2,0,2,31,10.0,0.2517,0,0
ACC-PRG-20175,2025-04-02T06:58:00,25.452971,81.748957,GT Road / Bamrauli Corridor,National Highway,65,4,Congested,Dust Storm,Morning Rush,6,2,0,4,3,7.0,0.3567,1,0
ACC-PRG-20176,2025-06-29T08:58:00,25.400685,81.855884,NH-19 Bypass (Varanasi-Kanpur),National Highway,70,6,Moderate,Clear,Morning Rush,8,6,1,6,5,10.0,0.2689,0,0
ACC-PRG-20177,2025-02-12T18:33:00,25.471404,81.850928,Katra / Allahabad Univ,Dense Urban Street,30,2,High,Clear,Evening Rush,18,2,0,2,2,5.0,0.2151,0,0
ACC-PRG-20178,2025-01-09T15:59:00,25.426614,81.784475,Jhalwa / IIIT-A Corridor,State Highway,45,2,Moderate,Dense Fog / Smog,Afternoon Off-Peak,15,3,0,1,6,10.0,0.2793,0,0
ACC-PRG-20179,2025-10-23T02:51:00,25.431641,81.900482,Shastri Bridge (Ganga),Bridge / Flyover,50,4,Low,Clear,Early Hours,2,3,0,10,5,10.0,0.3913,0,0
ACC-PRG-20180,2025-11-10T00:27:00,25.384276,81.856327,Naini Industrial Area,Major Arterial,50,2,Moderate,Clear,Early Hours,0,0,0,11,6,10.0,0.4179,0,0
ACC-PRG-20181,2026-05-30T21:49:00,25.456161,81.863753,Georgetown,Dense Urban Street,35,2,Low,Clear,Late Night,21,5,1,5,9,10.0,0.2195,0,0
ACC-PRG-20182,2025-03-24T09:14:00,25.511657,81.856877,Curzon Bridge / Phaphamau,Bridge / Flyover,50,4,Moderate,Clear,Morning Rush,9,0,0,3,11,10.0,0.3572,0,0
ACC-PRG-20183,2025-04-11T08:58:00,25.502157,81.869156,Teliyarganj / MNNIT Area,Local Residential,40,1,Moderate,Clear,Morning Rush,8,4,0,4,5,10.0,0.2329,0,0
ACC-PRG-20184,2025-05-23T21:49:00,25.429635,81.822192,Kareli Urban Zone,Dense Urban Street,30,2,Moderate,Clear,Late Night,21,4,0,5,8,10.0,0.3275,0,0
ACC-PRG-20185,2026-04-18T17:11:00,25.440266,81.872219,Sangam / Daraganj,Local Residential,30,1,Low,Clear,Evening Rush,17,5,1,4,8,10.0,0.3046,0,0
ACC-PRG-20186,2026-01-02T14:22:00,25.41628,81.809025,Kareli Urban Zone,Local Residential,30,2,Moderate,Rain,Afternoon Off-Peak,14,4,0,1,2,7.25,0.347,1,0
ACC-PRG-20187,2025-04-01T04:39:00,25.372046,81.701939,Civil Lines,Major Arterial,60,4,Low,Dust Storm,Early Hours,4,1,0,4,0,0.0,0.3026,0,0
ACC-PRG-20188,2026-02-07T04:25:00,25.432119,81.858774,Georgetown,Local Residential,35,2,High,Clear,Early Hours,4,5,1,2,8,10.0,0.2772,0,0
ACC-PRG-20189,2025-04-20T10:38:00,25.460862,81.854208,Katra / Allahabad Univ,Local Residential,30,2,High,Clear,Afternoon Off-Peak,10,6,1,4,14,10.0,0.1966,0,0
ACC-PRG-20190,2026-06-08T23:45:00,25.45063,81.832703,MG Marg Corridor,Major Arterial,45,2,Moderate,Clear,Late Night,23,0,0,6,39,10.0,0.2145,0,0
ACC-PRG-20191,2025-06-08T09:40:00,25.447862,81.854709,Rambagh Railway Station Area,Dense Urban Street,30,2,High,Clear,Morning Rush,9,6,1,6,25,10.0,0.3127,0,0
ACC-PRG-20192,2025-05-04T16:06:00,25.431604,81.88752,Sangam / Daraganj,Dense Urban Street,30,2,Low,Clear,Evening Rush,16,6,1,5,10,10.0,0.315,0,0
ACC-PRG-20193,2025-05-05T09:25:00,25.498328,81.860918,Teliyarganj / MNNIT Area,Dense Urban Street,40,1,High,Clear,Morning Rush,9,0,0,5,14,10.0,0.3381,0,0
ACC-PRG-20194,2025-05-07T13:09:00,25.487465,81.973912,NH-19 Bypass (Varanasi-Kanpur),National Highway,70,4,Low,Clear,Afternoon Off-Peak,13,2,0,5,0,0.0,0.0817,0,0
ACC-PRG-20195,2026-07-14T06:30:00,25.527009,81.859176,Phaphamau NH-19 Junction,National Highway,70,6,High,Rain,Morning Rush,6,1,0,7,14,10.0,0.4311,1,0
ACC-PRG-20196,2025-10-09T12:24:00,25.433792,81.840536,Rambagh Railway Station Area,Dense Urban Street,30,2,Moderate,Clear,Afternoon Off-Peak,12,3,0,10,15,10.0,0.359,0,0
ACC-PRG-20197,2025-05-04T18:24:00,25.461919,81.848343,Civil Lines,Local Residential,40,1,High,Clear,Evening Rush,18,6,1,5,21,10.0,0.2372,0,0
ACC-PRG-20198,2025-12-30T04:29:00,25.510499,81.920945,NH-19 Bypass (Varanasi-Kanpur),National Highway,80,6,Moderate,Dense Fog / Smog,Early Hours,4,1,0,12,4,10.0,0.4447,1,0
ACC-PRG-20199,2026-05-31T06:22:00,25.421573,81.778677,Jhalwa / IIIT-A Corridor,Suburban Arterial,45,4,Moderate,Dust Storm,Morning Rush,6,6,1,5,5,10.0,0.3308,0,0
ACC-PRG-20200,2026-07-31T10:29:00,25.425479,81.859229,Naini Old Bridge (Yamuna),Bridge / Flyover,35,2,Moderate,Dense Fog / Smog,Afternoon Off-Peak,10,4,0,7,8,10.0,0.5031,2,1
ACC-PRG-20201,2026-05-11T12:30:00,25.465757,81.90372,Georgetown,Dense Urban Street,30,2,Low,Clear,Afternoon Off-Peak,12,0,0,5,0,0.0,0.0493,0,0
ACC-PRG-20202,2025-12-23T18:39:00,25.413186,81.82705,Kareli Urban Zone,Dense Urban Street,30,1,Low,Dense Fog / Smog,Evening Rush,18,1,0,12,8,10.0,0.4134,0,0
ACC-PRG-20203,2025-04-19T15:59:00,25.523408,81.859232,Phaphamau NH-19 Junction,National Highway,70,6,High,Clear,Afternoon Off-Peak,15,5,1,4,11,10.0,0.3238,1,0
ACC-PRG-20204,2025-06-28T23:57:00,25.539349,81.865005,Phaphamau NH-19 Junction,National Highway,70,6,Congested,Clear,Late Night,23,5,1,6,3,10.0,0.4247,0,0
ACC-PRG-20205,2025-03-16T14:48:00,25.454464,81.849541,Katra / Allahabad Univ,Dense Urban Street,30,1,Moderate,Clear,Afternoon Off-Peak,14,6,1,3,20,10.0,0.2823,0,0
ACC-PRG-20206,2026-07-24T06:12:00,25.482553,81.860094,Teliyarganj / MNNIT Area,Local Residential,40,2,Moderate,Rain,Morning Rush,6,4,0,7,5,10.0,0.3544,0,0
ACC-PRG-20207,2025-07-16T02:37:00,25.45078,81.738746,GT Road / Bamrauli Corridor,National Highway,65,4,Moderate,Clear,Early Hours,2,2,0,7,6,10.0,0.3718,1,0
ACC-PRG-20208,2026-02-22T18:34:00,25.45745,81.840042,Civil Lines,Local Residential,40,1,High,Rain,Evening Rush,18,6,1,2,25,10.0,0.3237,1,0
ACC-PRG-20209,2025-08-01T18:52:00,25.445011,81.836363,Prayagraj Junction (Civil Lines side),Local Residential,25,2,High,Rain,Evening Rush,18,4,0,8,33,10.0,0.4264,0,0
ACC-PRG-20210,2026-03-26T13:40:00,25.40839,81.85746,Naini Old Bridge (Yamuna),Bridge / Flyover,35,2,Moderate,Clear,Afternoon Off-Peak,13,3,0,3,4,10.0,0.2329,0,0
ACC-PRG-20211,2025-11-02T03:07:00,25.418329,81.868284,Naini Old Bridge (Yamuna),Bridge / Flyover,35,2,High,Clear,Early Hours,3,6,1,11,7,10.0,0.3017,0,0
ACC-PRG-20212,2025-10-24T08:24:00,25.51916,81.870348,Phaphamau NH-19 Junction,National Highway,70,4,High,Clear,Morning Rush,8,4,0,10,18,10.0,0.3179,0,0
ACC-PRG-20213,2025-09-05T16:59:00,25.440571,81.863175,Georgetown,Local Residential,35,2,High,Rain,Evening Rush,16,4,0,9,16,10.0,0.3302,0,0
ACC-PRG-20214,2025-09-27T20:01:00,25.383348,81.870209,Naini Industrial Area,State Highway,50,4,Moderate,Clear,Evening Rush,20,5,1,9,10,10.0,0.378,1,0
ACC-PRG-20215,2026-07-15T23:21:00,25.450868,81.835626,MG Marg Corridor,Suburban Arterial,45,2,Moderate,Monsoon Overcast,Late Night,23,2,0,7,41,10.0,0.3499,0,0
ACC-PRG-20216,2025-03-14T13:38:00,25.448134,81.841205,MG Marg Corridor,Major Arterial,45,4,Congested,Clear,Afternoon Off-Peak,13,4,0,3,23,10.0,0.2606,0,0
ACC-PRG-20217,2026-05-24T16:14:00,25.447722,81.83107,MG Marg Corridor,State Highway,45,4,Moderate,Clear,Evening Rush,16,6,1,5,32,10.0,0.3097,1,0
ACC-PRG-20218,2025-02-26T00:49:00,25.519323,81.857202,Phaphamau NH-19 Junction,National Highway,70,4,Moderate,Clear,Early Hours,0,2,0,2,11,10.0,0.3713,1,0
ACC-PRG-20219,2025-02-23T12:49:00,25.454089,81.84038,Civil Lines,Dense Urban Street,40,2,High,Clear,Afternoon Off-Peak,12,6,1,2,34,10.0,0.2239,0,0
ACC-PRG-20220,2025-05-01T19:57:00,25.420856,81.858856,Naini Old Bridge (Yamuna),Bridge / Flyover,35,2,Moderate,Clear,Evening Rush,19,3,0,5,16,10.0,0.3748,1,0
ACC-PRG-20221,2025-01-11T07:26:00,25.51922,81.866046,Phaphamau NH-19 Junction,National Highway,70,4,Congested,Dense Fog / Smog,Morning Rush,7,5,1,1,17,10.0,0.498,1,0
ACC-PRG-20222,2025-03-20T01:08:00,25.52505,81.850395,Phaphamau NH-19 Junction,National Highway,70,6,Low,Clear,Early Hours,1,3,0,3,4,10.0,0.3594,0,0
ACC-PRG-20223,2026-02-12T15:42:00,25.329988,81.793619,Phaphamau NH-19 Junction,Dense Urban Street,40,1,Moderate,Clear,Afternoon Off-Peak,15,3,0,2,0,0.0,0.205,0,0
ACC-PRG-20224,2026-01-01T07:28:00,25.514613,81.860187,Curzon Bridge / Phaphamau,Bridge / Flyover,50,4,High,Dense Fog / Smog,Morning Rush,7,3,0,1,11,10.0,0.5003,1,0
ACC-PRG-20225,2025-10-01T10:44:00,25.516195,81.87012,Phaphamau NH-19 Junction,National Highway,70,4,Low,Clear,Afternoon Off-Peak,10,2,0,10,20,10.0,0.3586,1,0
ACC-PRG-20226,2025-07-28T04:53:00,25.438505,81.850371,Rambagh Railway Station Area,Dense Urban Street,30,2,High,Monsoon Overcast,Early Hours,4,0,0,7,21,10.0,0.3758,0,0
ACC-PRG-20227,2025-05-26T01:15:00,25.434106,81.761999,Jhalwa / IIIT-A Corridor,Suburban Arterial,45,4,Congested,Clear,Early Hours,1,0,0,5,3,4.25,0.3074,0,0
ACC-PRG-20228,2026-01-29T09:52:00,25.448547,81.83851,MG Marg Corridor,Major Arterial,45,4,High,Dust Storm,Morning Rush,9,3,0,1,30,10.0,0.3716,0,0
ACC-PRG-20229,2026-03-31T01:14:00,25.418869,81.954729,Civil Lines,Major Arterial,60,4,Moderate,Clear,Early Hours,1,1,0,3,0,0.0,0.1381,0,0
ACC-PRG-20230,2025-12-23T00:58:00,25.437163,81.856245,Georgetown,Local Residential,35,2,High,Dense Fog / Smog,Early Hours,0,1,0,12,17,10.0,0.3577,0,0
ACC-PRG-20231,2026-03-21T13:50:00,25.461205,81.839122,Civil Lines,Dense Urban Street,40,1,Moderate,Clear,Afternoon Off-Peak,13,5,1,3,15,10.0,0.1975,0,0
ACC-PRG-20232,2026-04-20T13:36:00,25.427778,81.881294,Georgetown,National Highway,70,6,Low,Rain,Afternoon Off-Peak,13,0,0,4,15,10.0,0.4005,0,0
ACC-PRG-20233,2025-01-16T08:51:00,25.523938,81.868734,Phaphamau NH-19 Junction,National Highway,70,6,Low,Dense Fog / Smog,Morning Rush,8,3,0,1,15,10.0,0.4946,1,0
ACC-PRG-20234,2026-02-09T01:39:00,25.453527,81.866402,Georgetown,Local Residential,35,2,High,Clear,Early Hours,1,0,0,2,9,10.0,0.2865,1,0
ACC-PRG-20235,2025-11-25T08:54:00,25.450394,81.830898,Civil Lines,Local Residential,40,1,Moderate,Clear,Morning Rush,8,1,0,11,39,10.0,0.2718,0,0
ACC-PRG-20236,2026-07-24T06:26:00,25.434532,81.768441,Jhalwa / IIIT-A Corridor,Major Arterial,45,4,High,Clear,Morning Rush,6,4,0,7,7,10.0,0.3328,0,0
ACC-PRG-20237,2025-09-22T08:16:00,25.440168,81.873586,Sangam / Daraganj,Dense Urban Street,30,1,High,Monsoon Overcast,Morning Rush,8,0,0,9,8,10.0,0.3051,0,0
ACC-PRG-20238,2025-02-09T05:43:00,25.448017,81.840153,MG Marg Corridor,State Highway,45,4,Low,Clear,Early Hours,5,6,1,2,23,10.0,0.2551,0,0
ACC-PRG-20239,2025-09-21T00:43:00,25.334814,81.703215,MG Marg Corridor,State Highway,50,2,High,Monsoon Overcast,Early Hours,0,6,1,9,0,0.0,0.2408,0,0
ACC-PRG-20240,2026-06-04T14:07:00,25.430968,81.770276,Jhalwa / IIIT-A Corridor,Major Arterial,45,2,Moderate,Clear,Afternoon Off-Peak,14,3,0,6,10,10.0,0.1962,0,0
ACC-PRG-20241,2026-03-02T02:41:00,25.418789,81.771967,Jhalwa / IIIT-A Corridor,State Highway,45,2,Low,Clear,Early Hours,2,0,0,3,6,10.0,0.1783,0,0
ACC-PRG-20242,2026-02-22T20:23:00,25.435088,81.768893,Jhalwa / IIIT-A Corridor,State Highway,45,2,Low,Clear,Evening Rush,20,6,1,2,6,10.0,0.4203,0,0
ACC-PRG-20243,2025-04-19T19:13:00,25.334593,81.994822,Naini Old Bridge (Yamuna),Bridge / Flyover,30,4,Congested,Monsoon Overcast,Evening Rush,19,5,1,4,0,0.0,0.3192,0,0
ACC-PRG-20244,2025-06-03T12:48:00,25.44773,81.837256,MG Marg Corridor,Major Arterial,45,2,Congested,Dust Storm,Afternoon Off-Peak,12,1,0,6,27,10.0,0.3863,1,0
ACC-PRG-20245,2026-07-16T23:26:00,25.403786,81.826658,Prayagraj Junction (Civil Lines side),National Highway,80,4,High,Rain,Late Night,23,3,0,7,1,1.5,0.375,0,0
ACC-PRG-20246,2026-06-22T16:28:00,25.444646,81.842079,MG Marg Corridor,Major Arterial,45,4,Congested,Clear,Evening Rush,16,0,0,6,23,10.0,0.3454,0,0
ACC-PRG-20247,2025-11-19T23:07:00,25.435488,81.761602,Jhalwa / IIIT-A Corridor,State Highway,45,4,Moderate,Clear,Late Night,23,2,0,11,5,10.0,0.197,0,0
ACC-PRG-20248,2025-03-20T11:41:00,25.434006,81.764203,Jhalwa / IIIT-A Corridor,Major Arterial,45,4,High,Clear,Afternoon Off-Peak,11,3,0,3,4,10.0,0.1825,0,0
ACC-PRG-20249,2025-05-09T17:15:00,25.526015,81.870552,Phaphamau NH-19 Junction,National Highway,70,6,High,Monsoon Overcast,Evening Rush,17,4,0,5,15,10.0,0.4257,0,0
ACC-PRG-20250,2025-12-16T10:07:00,25.456795,81.853884,Katra / Allahabad Univ,Local Residential,30,1,Moderate,Clear,Afternoon Off-Peak,10,1,0,12,13,10.0,0.2242,0,0
ACC-PRG-20251,2025-01-16T05:07:00,25.354909,81.700068,Curzon Bridge / Phaphamau,Bridge / Flyover,60,4,High,Rain,Early Hours,5,3,0,1,0,0.0,0.1852,0,0
ACC-PRG-20252,2025-01-25T22:10:00,25.52875,81.953164,Naini Old Bridge (Yamuna),Bridge / Flyover,60,2,Moderate,Dust Storm,Late Night,22,5,1,1,0,0.0,0.2079,0,0
ACC-PRG-20253,2025-12-29T04:25:00,25.330091,81.720281,Prayagraj Junction (Civil Lines side),Major Arterial,60,4,Low,Dense Fog / Smog,Early Hours,4,0,0,12,0,0.0,0.256,1,0
ACC-PRG-20254,2025-04-21T23:02:00,25.422252,81.821176,Kareli Urban Zone,Local Residential,30,2,Congested,Clear,Late Night,23,0,0,4,13,10.0,0.2746,0,0
ACC-PRG-20255,2026-05-04T22:08:00,25.448729,81.724761,GT Road / Bamrauli Corridor,National Highway,65,4,Low,Rain,Late Night,22,0,0,5,5,10.0,0.4501,0,0
ACC-PRG-20256,2026-04-10T12:20:00,25.438002,81.759681,Jhalwa / IIIT-A Corridor,Suburban Arterial,45,4,Congested,Clear,Afternoon Off-Peak,12,4,0,4,4,10.0,0.2446,0,0
ACC-PRG-20257,2026-05-21T10:03:00,25.387304,81.87377,Naini Industrial Area,Suburban Arterial,50,4,Moderate,Clear,Afternoon Off-Peak,10,3,0,5,5,10.0,0.2982,0,0
ACC-PRG-20258,2025-08-04T13:33:00,25.385311,81.833255,Shastri Bridge (Ganga),Bridge / Flyover,30,4,Low,Rain,Afternoon Off-Peak,13,0,0,8,0,0.0,0.2076,0,0
ACC-PRG-20259,2025-10-22T08:31:00,25.459295,81.860942,Georgetown,Dense Urban Street,35,2,Congested,Clear,Morning Rush,8,2,0,10,9,10.0,0.2645,0,0
ACC-PRG-20260,2025-10-13T04:06:00,25.420808,81.996069,Naini Industrial Area,National Highway,80,4,Low,Clear,Early Hours,4,0,0,10,0,0.0,0.118,0,0
ACC-PRG-20261,2026-07-05T06:00:00,25.434599,81.997641,MG Marg Corridor,National Highway,70,4,Moderate,Rain,Morning Rush,6,6,1,7,0,0.0,0.2774,0,0
ACC-PRG-20262,2026-06-18T04:53:00,25.443172,81.749125,GT Road / Bamrauli Corridor,National Highway,65,4,High,Clear,Early Hours,4,3,0,6,4,10.0,0.3922,1,0
ACC-PRG-20263,2026-03-19T15:16:00,25.38113,81.872013,Naini Industrial Area,Major Arterial,50,4,High,Clear,Afternoon Off-Peak,15,3,0,3,8,10.0,0.3058,0,0
ACC-PRG-20264,2025-08-16T23:04:00,25.422526,81.764682,Jhalwa / IIIT-A Corridor,Suburban Arterial,45,4,Moderate,Rain,Late Night,23,5,1,8,8,10.0,0.2958,0,0
ACC-PRG-20265,2025-03-17T22:44:00,25.450301,81.815182,Prayagraj Junction (Civil Lines side),Dense Urban Street,25,2,Low,Clear,Late Night,22,0,0,3,2,9.5,0.2379,0,0
ACC-PRG-20266,2026-07-26T21:53:00,25.432471,81.827398,Prayagraj Junction (Civil Lines side),Dense Urban Street,25,1,Moderate,Monsoon Overcast,Late Night,21,6,1,7,9,10.0,0.322,0,0
ACC-PRG-20267,2025-09-29T15:09:00,25.522713,81.857702,Phaphamau NH-19 Junction,National Highway,70,4,High,Rain,Afternoon Off-Peak,15,0,0,9,13,10.0,0.3827,0,0
ACC-PRG-20268,2025-04-01T16:54:00,25.515251,81.854146,Curzon Bridge / Phaphamau,Bridge / Flyover,50,2,Low,Rain,Evening Rush,16,1,0,4,11,10.0,0.4437,0,0
ACC-PRG-20269,2025-02-09T13:44:00,25.505803,81.859267,Curzon Bridge / Phaphamau,Bridge / Flyover,50,4,High,Clear,Afternoon Off-Peak,13,6,1,2,12,10.0,0.3787,0,0
ACC-PRG-20270,2025-07-04T09:53:00,25.432103,81.767113,Jhalwa / IIIT-A Corridor,State Highway,45,4,Moderate,Clear,Morning Rush,9,4,0,7,10,10.0,0.2909,0,0
ACC-PRG-20271,2025-10-30T03:14:00,25.426315,81.770055,Jhalwa / IIIT-A Corridor,State Highway,45,4,Congested,Clear,Early Hours,3,3,0,10,11,10.0,0.273,0,0
ACC-PRG-20272,2026-04-21T10:42:00,25.44885,81.741485,GT Road / Bamrauli Corridor,National Highway,65,6,High,Clear,Afternoon Off-Peak,10,1,0,4,9,10.0,0.3079,1,0
ACC-PRG-20273,2026-05-16T19:26:00,25.432389,81.83828,Rambagh Railway Station Area,Dense Urban Street,30,2,Moderate,Clear,Evening Rush,19,5,1,5,7,10.0,0.255,0,0
ACC-PRG-20274,2025-11-27T08:43:00,25.441479,81.741116,GT Road / Bamrauli Corridor,National Highway,65,6,High,Clear,Morning Rush,8,3,0,11,8,10.0,0.3389,0,0
ACC-PRG-20275,2026-05-13T23:14:00,25.377577,81.851004,Katra / Allahabad Univ,Major Arterial,50,4,Moderate,Clear,Late Night,23,2,0,5,4,10.0,0.3226,0,0
ACC-PRG-20276,2025-04-23T19:39:00,25.443585,81.895676,Shastri Bridge (Ganga),Bridge / Flyover,50,2,Congested,Clear,Evening Rush,19,2,0,4,12,10.0,0.3266,0,0
ACC-PRG-20277,2025-12-08T11:49:00,25.494941,81.857005,Teliyarganj / MNNIT Area,Dense Urban Street,40,1,Moderate,Dense Fog / Smog,Afternoon Off-Peak,11,0,0,12,17,10.0,0.3519,0,0
ACC-PRG-20278,2026-02-10T22:14:00,25.394341,81.824055,Curzon Bridge / Phaphamau,National Highway,70,4,Congested,Clear,Late Night,22,1,0,2,0,0.0,0.1756,0,0
ACC-PRG-20279,2026-07-21T23:15:00,25.419134,81.817216,Kareli Urban Zone,Dense Urban Street,30,1,High,Monsoon Overcast,Late Night,23,1,0,7,12,10.0,0.2952,0,0
ACC-PRG-20280,2026-05-12T01:10:00,25.444201,81.829885,Prayagraj Junction (Civil Lines side),Dense Urban Street,25,1,High,Clear,Early Hours,1,1,0,5,23,10.0,0.2848,0,0
